2010,12,5,3,-32767
2010,12,5,4,-32767
2010,12,5,5,-32767
2010,12,5,6,-32767
2010,12,5,7,-32767
2010,12,5,8,-32767
2010,12,5,9,-32767
2010,12,5,10,-32767
2010,12,5,11,-32767
2010,12,5,12,-32767
2010,12,5,13,-32767
2010,12,5,14,-32767
2010,12,5,15,-32767
2010,12,5,16,-32767
2010,12,5,17,-32767
2010,12,5,18,-32767
2010,12,5,19,-32767
2010,12,5,20,-32767
2010,12,5,21,-32767
2010,12,5,22,-32767
2010,12,5,23,-32767
2010,12,6,0,-32767
2010,12,6,1,-32767
2010,12,6,2,-32767
2010,12,6,3,-32767
2010,12,6,4,-32767
2010,12,6,5,-32767
2010,12,6,6,-32767
2010,12,6,7,-32767
2010,12,6,8,-32767
2010,12,6,9,-32767
2010,12,6,10,-32767
2010,12,6,11,-32767
2010,12,6,12,-32767
2010,12,6,13,-32767
2010,12,6,14,-32767
2010,12,6,15,-32767
2010,12,6,16,-32767
2010,12,6,17,-32767
2010,12,6,18,-32767
2010,12,6,19,-32767
2010,12,6,20,-32767
2010,12,6,21,-32767
2010,12,6,22,-32767
2010,12,6,23,-32767
2010,12,7,0,-32767
2010,12,7,1,-32767
2010,12,7,2,-32767
2010,12,7,3,-32767
2010,12,7,4,-32767
2010,12,7,5,-32767
2010,12,7,6,-32767
2010,12,7,7,-32767
2010,12,7,8,-32767
2010,12,7,9,-32767
2010,12,7,10,-32767
2010,12,7,11,-32767
2010,12,7,12,-32767
2010,12,7,13,-32767
2010,12,7,14,-32767
2010,12,7,15,-32767
2010,12,7,16,-32767
2010,12,7,17,-32767
2010,12,7,18,-32767
2010,12,7,19,-32767
2010,12,7,20,-32767
2010,12,7,21,-32767
2010,12,7,22,-32767
2010,12,7,23,-32767
2010,12,8,0,-32767
2010,12,8,1,-32767
2010,12,8,2,-32767
2010,12,8,3,-32767
2010,12,8,4,-32767
2010,12,8,5,-32767
2010,12,8,6,-32767
2010,12,8,7,-32767
2010,12,8,8,-32767
2010,12,8,9,-32767
2010,12,8,10,-32767
2010,12,8,11,-32767
2010,12,8,12,-32767
2010,12,8,13,-32767
2010,12,8,14,-32767
2010,12,8,15,-32767
2010,12,8,16,-32767
2010,12,8,17,-32767
2010,12,8,18,-32767
2010,12,8,19,-32767
2010,12,8,20,-32767
2010,12,8,21,-32767
2010,12,8,22,-32767
2010,12,8,23,-32767
2010,12,9,0,-32767
2010,12,9,1,-32767
2010,12,9,2,-32767
2010,12,9,3,-32767
2010,12,9,4,-32767
2010,12,9,5,-32767
2010,12,9,6,-32767
2010,12,9,7,-32767
2010,12,9,8,-32767
2010,12,9,9,-32767
2010,12,9,10,-32767
2010,12,9,11,-32767
2010,12,9,12,-32767
2010,12,9,13,-32767
2010,12,9,14,-32767
2010,12,9,15,-32767
2010,12,9,16,-32767
2010,12,9,17,-32767
2010,12,9,18,-32767
2010,12,9,19,-32767
2010,12,9,20,-32767
2010,12,9,21,-32767
2010,12,9,22,-32767
2010,12,9,23,-32767
2010,12,10,0,-32767
2010,12,10,1,-32767
2010,12,10,2,-32767
2010,12,10,3,-32767
2010,12,10,4,-32767
2010,12,10,5,-32767
2010,12,10,6,-32767
2010,12,10,7,-32767
2010,12,10,8,-32767
2010,12,10,9,-32767
2010,12,10,10,-32767
2010,12,10,11,-32767
2010,12,10,12,-32767
2010,12,10,13,-32767
2010,12,10,14,-32767
2010,12,10,15,-32767
2010,12,10,16,-32767
2010,12,10,17,-32767
2010,12,10,18,-32767
2010,12,10,19,-32767
2010,12,10,20,-32767
2010,12,10,21,-32767
2010,12,10,22,-32767
2010,12,10,23,-32767
2010,12,11,0,-32767
2010,12,11,1,-32767
2010,12,11,2,-32767
2010,12,11,3,-32767
2010,12,11,4,-32767
2010,12,11,5,-32767
2010,12,11,6,-32767
2010,12,11,7,-32767
2010,12,11,8,-32767
2010,12,11,9,-32767
2010,12,11,10,-32767
2010,12,11,11,-32767
2010,12,11,12,-32767
2010,12,11,13,-32767
2010,12,11,14,-32767
2010,12,11,15,-32767
2010,12,11,16,-32767
2010,12,11,17,-32767
2010,12,11,18,-32767
2010,12,11,19,-32767
2010,12,11,20,-32767
2010,12,11,21,-32767
2010,12,11,22,-32767
2010,12,11,23,-32767
2010,12,12,0,-32767
2010,12,12,1,-32767
2010,12,12,2,-32767
2010,12,12,3,-32767
2010,12,12,4,-32767
2010,12,12,5,-32767
2010,12,12,6,-32767
2010,12,12,7,-32767
2010,12,12,8,-32767
2010,12,12,9,-32767
2010,12,12,10,-32767
2010,12,12,11,-32767
2010,12,12,12,-32767
2010,12,12,13,-32767
2010,12,12,14,-32767
2010,12,12,15,-32767
2010,12,12,16,-32767
2010,12,12,17,-32767
2010,12,12,18,-32767
2010,12,12,19,-32767
2010,12,12,20,-32767
2010,12,12,21,-32767
2010,12,12,22,-32767
2010,12,12,23,-32767
2010,12,13,0,-32767
2010,12,13,1,-32767
2010,12,13,2,-32767
2010,12,13,3,-32767
2010,12,13,4,-32767
2010,12,13,5,-32767
2010,12,13,6,-32767
2010,12,13,7,-32767
2010,12,13,8,-32767
2010,12,13,9,-32767
2010,12,13,10,-32767
2010,12,13,11,-32767
2010,12,13,12,-32767
2010,12,13,13,-32767
2010,12,13,14,-32767
2010,12,13,15,-32767
2010,12,13,16,-32767
2010,12,13,17,-32767
2010,12,13,18,-32767
2010,12,13,19,-32767
2010,12,13,20,-32767
2010,12,13,21,-32767
2010,12,13,22,-32767
2010,12,13,23,-32767
2010,12,14,0,-32767
2010,12,14,1,-32767
2010,12,14,2,-32767
2010,12,14,3,-32767
2010,12,14,4,-32767
2010,12,14,5,-32767
2010,12,14,6,-32767
2010,12,14,7,-32767
2010,12,14,8,-32767
2010,12,14,9,-32767
2010,12,14,10,-32767
2010,12,14,11,-32767
2010,12,14,12,-32767
2010,12,14,13,-32767
2010,12,14,14,-32767
2010,12,14,15,-32767
2010,12,14,16,-32767
2010,12,14,17,-32767
2010,12,14,18,-32767
2010,12,14,19,-32767
2010,12,14,20,-32767
2010,12,14,21,-32767
2010,12,14,22,-32767
2010,12,14,23,-32767
2010,12,15,0,-32767
2010,12,15,1,-32767
2010,12,15,2,-32767
2010,12,15,3,-32767
2010,12,15,4,-32767
2010,12,15,5,-32767
2010,12,15,6,-32767
2010,12,15,7,-32767
2010,12,15,8,-32767
2010,12,15,9,-32767
2010,12,15,10,-32767
2010,12,15,11,-32767
2010,12,15,12,-32767
2010,12,15,13,-32767
2010,12,15,14,-32767
2010,12,15,15,-32767
2010,12,15,16,-32767
2010,12,15,17,-32767
2010,12,15,18,-32767
2010,12,15,19,-32767
2010,12,15,20,-32767
2010,12,15,21,-32767
2010,12,15,22,-32767
2010,12,15,23,-32767
2010,12,16,0,-32767
2010,12,16,1,-32767
2010,12,16,2,-32767
2010,12,16,3,-32767
2010,12,16,4,-32767
2010,12,16,5,-32767
2010,12,16,6,-32767
2010,12,16,7,-32767
2010,12,16,8,-32767
2010,12,16,9,-32767
2010,12,16,10,-32767
2010,12,16,11,-32767
2010,12,16,12,-32767
2010,12,16,13,-32767
2010,12,16,14,-32767
2010,12,16,15,-32767
2010,12,16,16,-32767
2010,12,16,17,-32767
2010,12,16,18,-32767
2010,12,16,19,-32767
2010,12,16,20,-32767
2010,12,16,21,-32767
2010,12,16,22,-32767
2010,12,16,23,-32767
2010,12,17,0,-32767
2010,12,17,1,-32767
2010,12,17,2,-32767
2010,12,17,3,-32767
2010,12,17,4,-32767
2010,12,17,5,-32767
2010,12,17,6,-32767
2010,12,17,7,-32767
2010,12,17,8,-32767
2010,12,17,9,-32767
2010,12,17,10,-32767
2010,12,17,11,-32767
2010,12,17,12,-32767
2010,12,17,13,-32767
2010,12,17,14,-32767
2010,12,17,15,-32767
2010,12,17,16,-32767
2010,12,17,17,-32767
2010,12,17,18,-32767
2010,12,17,19,-32767
2010,12,17,20,-32767
2010,12,17,21,-32767
2010,12,17,22,-32767
2010,12,17,23,-32767
2010,12,18,0,-32767
2010,12,18,1,-32767
2010,12,18,2,-32767
2010,12,18,3,-32767
2010,12,18,4,-32767
2010,12,18,5,-32767
2010,12,18,6,-32767
2010,12,18,7,-32767
2010,12,18,8,-32767
2010,12,18,9,-32767
2010,12,18,10,-32767
2010,12,18,11,-32767
2010,12,18,12,-32767
2010,12,18,13,-32767
2010,12,18,14,-32767
2010,12,18,15,-32767
2010,12,18,16,-32767
2010,12,18,17,-32767
2010,12,18,18,-32767
2010,12,18,19,-32767
2010,12,18,20,-32767
2010,12,18,21,-32767
2010,12,18,22,-32767
2010,12,18,23,-32767
2010,12,19,0,-32767
2010,12,19,1,-32767
2010,12,19,2,-32767
2010,12,19,3,-32767
2010,12,19,4,-32767
2010,12,19,5,-32767
2010,12,19,6,-32767
2010,12,19,7,-32767
2010,12,19,8,-32767
2010,12,19,9,-32767
2010,12,19,10,-32767
2010,12,19,11,-32767
2010,12,19,12,-32767
2010,12,19,13,-32767
2010,12,19,14,-32767
2010,12,19,15,-32767
2010,12,19,16,-32767
2010,12,19,17,-32767
2010,12,19,18,-32767
2010,12,19,19,-32767
2010,12,19,20,-32767
2010,12,19,21,-32767
2010,12,19,22,-32767
2010,12,19,23,-32767
2010,12,20,0,-32767
2010,12,20,1,-32767
2010,12,20,2,-32767
2010,12,20,3,-32767
2010,12,20,4,-32767
2010,12,20,5,-32767
2010,12,20,6,-32767
2010,12,20,7,-32767
2010,12,20,8,-32767
2010,12,20,9,-32767
2010,12,20,10,-32767
2010,12,20,11,-32767
2010,12,20,12,-32767
2010,12,20,13,-32767
2010,12,20,14,-32767
2010,12,20,15,-32767
2010,12,20,16,-32767
2010,12,20,17,-32767
2010,12,20,18,-32767
2010,12,20,19,-32767
2010,12,20,20,-32767
2010,12,20,21,-32767
2010,12,20,22,-32767
2010,12,20,23,-32767
2010,12,21,0,-32767
2010,12,21,1,-32767
2010,12,21,2,-32767
2010,12,21,3,-32767
2010,12,21,4,-32767
2010,12,21,5,-32767
2010,12,21,6,-32767
2010,12,21,7,-32767
2010,12,21,8,-32767
2010,12,21,9,-32767
2010,12,21,10,-32767
2010,12,21,11,-32767
2010,12,21,12,-32767
2010,12,21,13,-32767
2010,12,21,14,-32767
2010,12,21,15,-32767
2010,12,21,16,-32767
2010,12,21,17,-32767
2010,12,21,18,-32767
2010,12,21,19,-32767
2010,12,21,20,-32767
2010,12,21,21,-32767
2010,12,21,22,-32767
2010,12,21,23,-32767
2010,12,22,0,-32767
2010,12,22,1,-32767
2010,12,22,2,-32767
2010,12,22,3,-32767
2010,12,22,4,-32767
2010,12,22,5,-32767
2010,12,22,6,-32767
2010,12,22,7,-32767
2010,12,22,8,-32767
2010,12,22,9,-32767
2010,12,22,10,-32767
2010,12,22,11,-32767
2010,12,22,12,-32767
2010,12,22,13,-32767
2010,12,22,14,-32767
2010,12,22,15,-32767
2010,12,22,16,-32767
2010,12,22,17,-32767
2010,12,22,18,-32767
2010,12,22,19,-32767
2010,12,22,20,-32767
2010,12,22,21,-32767
2010,12,22,22,-32767
2010,12,22,23,-32767
2010,12,23,0,-32767
2010,12,23,1,-32767
2010,12,23,2,-32767
2010,12,23,3,-32767
2010,12,23,4,-32767
2010,12,23,5,-32767
2010,12,23,6,-32767
2010,12,23,7,-32767
2010,12,23,8,-32767
2010,12,23,9,-32767
2010,12,23,10,-32767
2010,12,23,11,-32767
2010,12,23,12,-32767
2010,12,23,13,-32767
2010,12,23,14,-32767
2010,12,23,15,-32767
2010,12,23,16,-32767
2010,12,23,17,-32767
2010,12,23,18,-32767
2010,12,23,19,-32767
2010,12,23,20,-32767
2010,12,23,21,-32767
2010,12,23,22,-32767
2010,12,23,23,-32767
2010,12,24,0,-32767
2010,12,24,1,-32767
2010,12,24,2,-32767
2010,12,24,3,-32767
2010,12,24,4,-32767
2010,12,24,5,-32767
2010,12,24,6,-32767
2010,12,24,7,-32767
2010,12,24,8,-32767
2010,12,24,9,-32767
2010,12,24,10,-32767
2010,12,24,11,-32767
2010,12,24,12,-32767
2010,12,24,13,-32767
2010,12,24,14,-32767
2010,12,24,15,-32767
2010,12,24,16,-32767
2010,12,24,17,-32767
2010,12,24,18,-32767
2010,12,24,19,-32767
2010,12,24,20,-32767
2010,12,24,21,-32767
2010,12,24,22,-32767
2010,12,24,23,-32767
2010,12,25,0,-32767
2010,12,25,1,-32767
2010,12,25,2,-32767
2010,12,25,3,-32767
2010,12,25,4,-32767
2010,12,25,5,-32767
2010,12,25,6,-32767
2010,12,25,7,-32767
2010,12,25,8,-32767
2010,12,25,9,-32767
2010,12,25,10,-32767
2010,12,25,11,-32767
2010,12,25,12,-32767
2010,12,25,13,-32767
2010,12,25,14,-32767
2010,12,25,15,-32767
2010,12,25,16,-32767
2010,12,25,17,-32767
2010,12,25,18,-32767
2010,12,25,19,-32767
2010,12,25,20,-32767
2010,12,25,21,-32767
2010,12,25,22,-32767
2010,12,25,23,-32767
2010,12,26,0,-32767
2010,12,26,1,-32767
2010,12,26,2,-32767
2010,12,26,3,-32767
2010,12,26,4,-32767
2010,12,26,5,-32767
2010,12,26,6,-32767
2010,12,26,7,-32767
2010,12,26,8,-32767
2010,12,26,9,-32767
2010,12,26,10,-32767
2010,12,26,11,-32767
2010,12,26,12,-32767
2010,12,26,13,-32767
2010,12,26,14,-32767
2010,12,26,15,-32767
2010,12,26,16,-32767
2010,12,26,17,-32767
2010,12,26,18,-32767
2010,12,26,19,-32767
2010,12,26,20,-32767
2010,12,26,21,-32767
2010,12,26,22,-32767
2010,12,26,23,-32767
2010,12,27,0,-32767
2010,12,27,1,-32767
2010,12,27,2,-32767
2010,12,27,3,-32767
2010,12,27,4,-32767
2010,12,27,5,-32767
2010,12,27,6,-32767
2010,12,27,7,-32767
2010,12,27,8,-32767
2010,12,27,9,-32767
2010,12,27,10,-32767
2010,12,27,11,-32767
2010,12,27,12,-32767
2010,12,27,13,-32767
2010,12,27,14,-32767
2010,12,27,15,-32767
2010,12,27,16,-32767
2010,12,27,17,-32767
2010,12,27,18,-32767
2010,12,27,19,-32767
2010,12,27,20,-32767
2010,12,27,21,-32767
2010,12,27,22,-32767
2010,12,27,23,-32767
2010,12,28,0,-32767
2010,12,28,1,-32767
2010,12,28,2,-32767
2010,12,28,3,-32767
2010,12,28,4,-32767
2010,12,28,5,-32767
2010,12,28,6,-32767
2010,12,28,7,-32767
2010,12,28,8,-32767
2010,12,28,9,-32767
2010,12,28,10,-32767
2010,12,28,11,-32767
2010,12,28,12,-32767
2010,12,28,13,-32767
2010,12,28,14,-32767
2010,12,28,15,-32767
2010,12,28,16,-32767
2010,12,28,17,-32767
2010,12,28,18,-32767
2010,12,28,19,-32767
2010,12,28,20,-32767
2010,12,28,21,-32767
2010,12,28,22,-32767
2010,12,28,23,-32767
2010,12,29,0,-32767
2010,12,29,1,-32767
2010,12,29,2,-32767
2010,12,29,3,-32767
2010,12,29,4,-32767
2010,12,29,5,-32767
2010,12,29,6,-32767
2010,12,29,7,-32767
2010,12,29,8,-32767
2010,12,29,9,-32767
2010,12,29,10,-32767
2010,12,29,11,-32767
2010,12,29,12,-32767
2010,12,29,13,-32767
2010,12,29,14,-32767
2010,12,29,15,-32767
2010,12,29,16,-32767
2010,12,29,17,-32767
2010,12,29,18,-32767
2010,12,29,19,-32767
2010,12,29,20,-32767
2010,12,29,21,-32767
2010,12,29,22,-32767
2010,12,29,23,-32767
2010,12,30,0,-32767
2010,12,30,1,-32767
2010,12,30,2,-32767
2010,12,30,3,-32767
2010,12,30,4,-32767
2010,12,30,5,-32767
2010,12,30,6,-32767
2010,12,30,7,-32767
2010,12,30,8,-32767
2010,12,30,9,-32767
2010,12,30,10,-32767
2010,12,30,11,-32767
2010,12,30,12,-32767
2010,12,30,13,-32767
2010,12,30,14,-32767
2010,12,30,15,-32767
2010,12,30,16,-32767
2010,12,30,17,-32767
2010,12,30,18,-32767
2010,12,30,19,-32767
2010,12,30,20,-32767
2010,12,30,21,-32767
2010,12,30,22,-32767
2010,12,30,23,-32767
2010,12,31,0,-32767
2010,12,31,1,-32767
2010,12,31,2,-32767
2010,12,31,3,-32767
2010,12,31,4,-32767
2010,12,31,5,-32767
2010,12,31,6,-32767
2010,12,31,7,-32767
2010,12,31,8,-32767
2010,12,31,9,-32767
2010,12,31,10,-32767
2010,12,31,11,-32767
2010,12,31,12,-32767
2010,12,31,13,-32767
2010,12,31,14,-32767
2010,12,31,15,-32767
2010,12,31,16,-32767
2010,12,31,17,-32767
2010,12,31,18,-32767
2010,12,31,19,-32767
2010,12,31,20,-32767
2010,12,31,21,-32767
2010,12,31,22,-32767
2010,12,31,23,-32767
2011,1,1,0,-32767
2011,1,1,1,-32767
2011,1,1,2,-32767
2011,1,1,3,-32767
2011,1,1,4,-32767
2011,1,1,5,-32767
2011,1,1,6,-32767
2011,1,1,7,-32767
2011,1,1,8,-32767
2011,1,1,9,-32767
2011,1,1,10,-32767
2011,1,1,11,-32767
2011,1,1,12,-32767
2011,1,1,13,-32767
2011,1,1,14,-32767
2011,1,1,15,-32767
2011,1,1,16,-32767
2011,1,1,17,-32767
2011,1,1,18,-32767
2011,1,1,19,-32767
2011,1,1,20,-32767
2011,1,1,21,-32767
2011,1,1,22,-32767
2011,1,1,23,-32767
2011,1,2,0,-32767
2011,1,2,1,-32767
2011,1,2,2,-32767
2011,1,2,3,-32767
2011,1,2,4,-32767
2011,1,2,5,-32767
2011,1,2,6,-32767
2011,1,2,7,-32767
2011,1,2,8,-32767
2011,1,2,9,-32767
2011,1,2,10,-32767
2011,1,2,11,-32767
2011,1,2,12,-32767
2011,1,2,13,-32767
2011,1,2,14,-32767
2011,1,2,15,-32767
2011,1,2,16,-32767
2011,1,2,17,-32767
2011,1,2,18,-32767
2011,1,2,19,-32767
2011,1,2,20,-32767
2011,1,2,21,-32767
2011,1,2,22,-32767
2011,1,2,23,-32767
2011,1,3,0,-32767
2011,1,3,1,-32767
2011,1,3,2,-32767
2011,1,3,3,-32767
2011,1,3,4,-32767
2011,1,3,5,-32767
2011,1,3,6,-32767
2011,1,3,7,-32767
2011,1,3,8,-32767
2011,1,3,9,-32767
2011,1,3,10,-32767
2011,1,3,11,-32767
2011,1,3,12,-32767
2011,1,3,13,-32767
2011,1,3,14,-32767
2011,1,3,15,-32767
2011,1,3,16,-32767
2011,1,3,17,-32767
2011,1,3,18,-32767
2011,1,3,19,-32767
2011,1,3,20,-32767
2011,1,3,21,-32767
2011,1,3,22,-32767
2011,1,3,23,-32767
2011,1,4,0,-32767
2011,1,4,1,-32767
2011,1,4,2,-32767
2011,1,4,3,-32767
2011,1,4,4,-32767
2011,1,4,5,-32767
2011,1,4,6,-32767
2011,1,4,7,-32767
2011,1,4,8,-32767
2011,1,4,9,-32767
2011,1,4,10,-32767
2011,1,4,11,-32767
2011,1,4,12,-32767
2011,1,4,13,-32767
2011,1,4,14,-32767
2011,1,4,15,-32767
2011,1,4,16,-32767
2011,1,4,17,-32767
2011,1,4,18,-32767
2011,1,4,19,-32767
2011,1,4,20,-32767
2011,1,4,21,-32767
2011,1,4,22,-32767
2011,1,4,23,-32767
2011,1,5,0,-32767
2011,1,5,1,-32767
2011,1,5,2,-32767
2011,1,5,3,-32767
2011,1,5,4,-32767
2011,1,5,5,-32767
2011,1,5,6,-32767
2011,1,5,7,-32767
2011,1,5,8,-32767
2011,1,5,9,-32767
2011,1,5,10,-32767
2011,1,5,11,-32767
2011,1,5,12,-32767
2011,1,5,13,-32767
2011,1,5,14,-32767
2011,1,5,15,-32767
2011,1,5,16,-32767
2011,1,5,17,-32767
2011,1,5,18,-32767
2011,1,5,19,-32767
2011,1,5,20,-32767
2011,1,5,21,-32767
2011,1,5,22,-32767
2011,1,5,23,-32767
2011,1,6,0,-32767
2011,1,6,1,-32767
2011,1,6,2,-32767
2011,1,6,3,-32767
2011,1,6,4,-32767
2011,1,6,5,-32767
2011,1,6,6,-32767
2011,1,6,7,-32767
2011,1,6,8,-32767
2011,1,6,9,-32767
2011,1,6,10,-32767
2011,1,6,11,-32767
2011,1,6,12,-32767
2011,1,6,13,-32767
2011,1,6,14,-32767
2011,1,6,15,-32767
2011,1,6,16,-32767
2011,1,6,17,-32767
2011,1,6,18,-32767
2011,1,6,19,-32767
2011,1,6,20,-32767
2011,1,6,21,-32767
2011,1,6,22,-32767
2011,1,6,23,-32767
2011,1,7,0,-32767
2011,1,7,1,-32767
2011,1,7,2,-32767
2011,1,7,3,-32767
2011,1,7,4,-32767
2011,1,7,5,-32767
2011,1,7,6,-32767
2011,1,7,7,-32767
2011,1,7,8,-32767
2011,1,7,9,-32767
2011,1,7,10,-32767
2011,1,7,11,-32767
2011,1,7,12,-32767
2011,1,7,13,-32767
2011,1,7,14,-32767
2011,1,7,15,-32767
2011,1,7,16,-32767
2011,1,7,17,-32767
2011,1,7,18,-32767
2011,1,7,19,-32767
2011,1,7,20,-32767
2011,1,7,21,-32767
2011,1,7,22,-32767
2011,1,7,23,-32767
2011,1,8,0,-32767
2011,1,8,1,-32767
2011,1,8,2,-32767
2011,1,8,3,-32767
2011,1,8,4,-32767
2011,1,8,5,-32767
2011,1,8,6,-32767
2011,1,8,7,-32767
2011,1,8,8,-32767
2011,1,8,9,-32767
2011,1,8,10,-32767
2011,1,8,11,-32767
2011,1,8,12,-32767
2011,1,8,13,-32767
2011,1,8,14,-32767
2011,1,8,15,-32767
2011,1,8,16,-32767
2011,1,8,17,-32767
2011,1,8,18,-32767
2011,1,8,19,-32767
2011,1,8,20,-32767
2011,1,8,21,-32767
2011,1,8,22,-32767
2011,1,8,23,-32767
2011,1,9,0,-32767
2011,1,9,1,-32767
2011,1,9,2,-32767
2011,1,9,3,-32767
2011,1,9,4,-32767
2011,1,9,5,-32767
2011,1,9,6,-32767
2011,1,9,7,-32767
2011,1,9,8,-32767
2011,1,9,9,-32767
2011,1,9,10,-32767
2011,1,9,11,-32767
2011,1,9,12,-32767
2011,1,9,13,-32767
2011,1,9,14,-32767
2011,1,9,15,-32767
2011,1,9,16,-32767
2011,1,9,17,-32767
2011,1,9,18,-32767
2011,1,9,19,-32767
2011,1,9,20,-32767
2011,1,9,21,-32767
2011,1,9,22,-32767
2011,1,9,23,-32767
2011,1,10,0,-32767
2011,1,10,1,-32767
2011,1,10,2,-32767
2011,1,10,3,-32767
2011,1,10,4,-32767
2011,1,10,5,-32767
2011,1,10,6,-32767
2011,1,10,7,-32767
2011,1,10,8,-32767
2011,1,10,9,-32767
2011,1,10,10,-32767
2011,1,10,11,-32767
2011,1,10,12,-32767
2011,1,10,13,-32767
2011,1,10,14,-32767
2011,1,10,15,-32767
2011,1,10,16,-32767
2011,1,10,17,-32767
2011,1,10,18,-32767
2011,1,10,19,-32767
2011,1,10,20,-32767
2011,1,10,21,-32767
2011,1,10,22,-32767
2011,1,10,23,-32767
2011,1,11,0,-32767
2011,1,11,1,-32767
2011,1,11,2,-32767
2011,1,11,3,-32767
2011,1,11,4,-32767
2011,1,11,5,-32767
2011,1,11,6,-32767
2011,1,11,7,-32767
2011,1,11,8,-32767
2011,1,11,9,-32767
2011,1,11,10,-32767
2011,1,11,11,-32767
2011,1,11,12,-32767
2011,1,11,13,-32767
2011,1,11,14,-32767
2011,1,11,15,-32767
2011,1,11,16,-32767
2011,1,11,17,-32767
2011,1,11,18,-32767
2011,1,11,19,-32767
2011,1,11,20,-32767
2011,1,11,21,-32767
2011,1,11,22,-32767
2011,1,11,23,-32767
2011,1,12,0,-32767
2011,1,12,1,-32767
2011,1,12,2,-32767
2011,1,12,3,-32767
2011,1,12,4,-32767
2011,1,12,5,-32767
2011,1,12,6,-32767
2011,1,12,7,-32767
2011,1,12,8,-32767
2011,1,12,9,-32767
2011,1,12,10,-32767
2011,1,12,11,-32767
2011,1,12,12,-32767
2011,1,12,13,-32767
2011,1,12,14,-32767
2011,1,12,15,-32767
2011,1,12,16,-32767
2011,1,12,17,-32767
2011,1,12,18,-32767
2011,1,12,19,-32767
2011,1,12,20,-32767
2011,1,12,21,-32767
2011,1,12,22,-32767
2011,1,12,23,-32767
2011,1,13,0,-32767
2011,1,13,1,-32767
2011,1,13,2,-32767
2011,1,13,3,-32767
2011,1,13,4,-32767
2011,1,13,5,-32767
2011,1,13,6,-32767
2011,1,13,7,-32767
2011,1,13,8,-32767
2011,1,13,9,-32767
2011,1,13,10,-32767
2011,1,13,11,-32767
2011,1,13,12,-32767
2011,1,13,13,-32767
2011,1,13,14,-32767
2011,1,13,15,-32767
2011,1,13,16,-32767
2011,1,13,17,-32767
2011,1,13,18,-32767
2011,1,13,19,-32767
2011,1,13,20,-32767
2011,1,13,21,-32767
2011,1,13,22,-32767
2011,1,13,23,-32767
2011,1,14,0,-32767
2011,1,14,1,-32767
2011,1,14,2,-32767
2011,1,14,3,-32767
2011,1,14,4,-32767
2011,1,14,5,-32767
2011,1,14,6,-32767
2011,1,14,7,-32767
2011,1,14,8,-32767
2011,1,14,9,-32767
2011,1,14,10,-32767
2011,1,14,11,-32767
2011,1,14,12,-32767
2011,1,14,13,-32767
2011,1,14,14,-32767
2011,1,14,15,-32767
2011,1,14,16,-32767
2011,1,14,17,-32767
2011,1,14,18,-32767
2011,1,14,19,-32767
2011,1,14,20,-32767
2011,1,14,21,-32767
2011,1,14,22,-32767
2011,1,14,23,-32767
2011,1,15,0,-32767
2011,1,15,1,-32767
2011,1,15,2,-32767
2011,1,15,3,-32767
2011,1,15,4,-32767
2011,1,15,5,-32767
2011,1,15,6,-32767
2011,1,15,7,-32767
2011,1,15,8,-32767
2011,1,15,9,-32767
2011,1,15,10,-32767
2011,1,15,11,-32767
2011,1,15,12,-32767
2011,1,15,13,-32767
2011,1,15,14,-32767
2011,1,15,15,-32767
2011,1,15,16,-32767
2011,1,15,17,-32767
2011,1,15,18,-32767
2011,1,15,19,-32767
2011,1,15,20,-32767
2011,1,15,21,-32767
2011,1,15,22,-32767
2011,1,15,23,-32767
2011,1,16,0,-32767
2011,1,16,1,-32767
2011,1,16,2,-32767
2011,1,16,3,-32767
2011,1,16,4,-32767
2011,1,16,5,-32767
2011,1,16,6,-32767
2011,1,16,7,-32767
2011,1,16,8,-32767
2011,1,16,9,-32767
2011,1,16,10,-32767
2011,1,16,11,-32767
2011,1,16,12,-32767
2011,1,16,13,-32767
2011,1,16,14,-32767
2011,1,16,15,-32767
2011,1,16,16,-32767
2011,1,16,17,-32767
2011,1,16,18,-32767
2011,1,16,19,-32767
2011,1,16,20,-32767
2011,1,16,21,-32767
2011,1,16,22,-32767
2011,1,16,23,-32767
2011,1,17,0,-32767
2011,1,17,1,-32767
2011,1,17,2,-32767
2011,1,17,3,-32767
2011,1,17,4,-32767
2011,1,17,5,-32767
2011,1,17,6,-32767
2011,1,17,7,-32767
2011,1,17,8,-32767
2011,1,17,9,-32767
2011,1,17,10,-32767
2011,1,17,11,-32767
2011,1,17,12,-32767
2011,1,17,13,-32767
2011,1,17,14,-32767
2011,1,17,15,-32767
2011,1,17,16,-32767
2011,1,17,17,-32767
2011,1,17,18,-32767
2011,1,17,19,-32767
2011,1,17,20,-32767
2011,1,17,21,-32767
2011,1,17,22,-32767
2011,1,17,23,-32767
2011,1,18,0,-32767
2011,1,18,1,-32767
2011,1,18,2,-32767
2011,1,18,3,-32767
2011,1,18,4,-32767
2011,1,18,5,-32767
2011,1,18,6,-32767
2011,1,18,7,-32767
2011,1,18,8,-32767
2011,1,18,9,-32767
2011,1,18,10,-32767
2011,1,18,11,-32767
2011,1,18,12,-32767
2011,1,18,13,-32767
2011,1,18,14,-32767
2011,1,18,15,-32767
2011,1,18,16,-32767
2011,1,18,17,-32767
2011,1,18,18,-32767
2011,1,18,19,-32767
2011,1,18,20,-32767
2011,1,18,21,-32767
2011,1,18,22,-32767
